trial_id,timestamp,stimulus_type,stimulus_text,true_emotion_label,circuit_vector,reported_emotion,emotion_intensity,importance_score,memory_classification,response_latency_ms,correct_prediction
2392,2025-10-21T10:00:15.861044,learning_discovery,Trial_2392_learning_discovery,joy,"[""L29.N2302"", ""L36.N1526"", ""L35.N1186"", ""L31.N2935"", ""L47.N2202"", ""L39.N2350"", ""L44.N2335"", ""L30.N1999"", ""L44.N1116"", ""L47.N3288"", ""L34.N3683"", ""L39.N3715"", ""L46.N3734"", ""L34.N1239"", ""L39.N975"", ""L30.N1110"", ""L29.N1822"", ""L45.N3817"", ""L42.N51""]",surprise,0.4,0.4288,short_term,333.26,False
2393,2025-10-21T10:10:15.861313,conversation,Trial_2393_conversation,surprise,"[""L27.N2631"", ""L24.N639"", ""L35.N1484"", ""L44.N2227"", ""L28.N2712"", ""L30.N3778"", ""L42.N2630"", ""L40.N76"", ""L47.N4018"", ""L36.N2823""]",surprise,0.2215,0.2375,short_term,85.36,True
2394,2025-10-21T10:20:15.861485,creative_output,Trial_2394_creative_output,anger,"[""L36.N2122"", ""L46.N2922"", ""L42.N3442"", ""L34.N280"", ""L38.N521""]",anger,0.6148,0.478,long_term,169.25,True
2395,2025-10-21T10:30:15.861598,conversation,Trial_2395_conversation,neutral,"[""L24.N110"", ""L24.N3264"", ""L44.N2465"", ""L27.N2896"", ""L25.N2470"", ""L45.N3721""]",neutral,0.3503,0.3119,short_term,171.63,True
2396,2025-10-21T10:40:15.861721,memory_recall,Trial_2396_memory_recall,fear,"[""L46.N121"", ""L34.N2001"", ""L44.N2460"", ""L26.N3569"", ""L27.N219"", ""L32.N2360"", ""L29.N3846""]",fear,0.7715,0.6356,long_term,326.56,True
2397,2025-10-21T10:50:15.861875,memory_recall,Trial_2397_memory_recall,fear,"[""L33.N3118"", ""L36.N2340"", ""L38.N1208"", ""L26.N898"", ""L47.N556"", ""L46.N2376"", ""L25.N398"", ""L41.N1782"", ""L31.N2050"", ""L24.N1337"", ""L30.N1373"", ""L29.N3740""]",fear,0.4533,0.5243,short_term,184.22,True
2398,2025-10-21T11:00:15.862074,autonomous_thought,Trial_2398_autonomous_thought,neutral,"[""L29.N2994"", ""L26.N868"", ""L45.N3045"", ""L31.N2839"", ""L36.N1996"", ""L24.N3826"", ""L44.N1151"", ""L32.N2147"", ""L28.N2032"", ""L30.N241"", ""L36.N1055""]",neutral,0.5728,0.6176,long_term,115.74,True
2399,2025-10-21T11:10:15.862248,task_completion,Trial_2399_task_completion,fear,"[""L25.N3458"", ""L45.N2979"", ""L40.N2759"", ""L46.N327"", ""L26.N3007"", ""L38.N1162"", ""L32.N2282"", ""L29.N873"", ""L33.N1009"", ""L36.N1744"", ""L27.N1720""]",fear,0.0983,0.2574,short_term,95.4,True
2400,2025-10-21T11:20:15.862431,user_interaction,Trial_2400_user_interaction,fear,"[""L33.N1062"", ""L31.N2683"", ""L43.N2256"", ""L30.N950"", ""L39.N1424"", ""L27.N1827""]",fear,0.2573,0.3984,short_term,320.67,True
2401,2025-10-21T11:30:15.862552,user_interaction,Trial_2401_user_interaction,neutral,"[""L35.N2621"", ""L24.N2898"", ""L42.N3187"", ""L35.N1241"", ""L35.N3728"", ""L28.N2011"", ""L27.N3996""]",neutral,0.3509,0.4366,short_term,182.09,True
2402,2025-10-21T11:40:15.862687,user_interaction,Trial_2402_user_interaction,fear,"[""L44.N1260"", ""L30.N1584"", ""L38.N3172"", ""L33.N2645"", ""L35.N2994"", ""L41.N1987"", ""L36.N2914"", ""L29.N2341"", ""L27.N3387"", ""L27.N236""]",fear,0.1372,0.2364,long_term,187.73,True
2403,2025-10-21T11:50:15.862857,user_interaction,Trial_2403_user_interaction,joy,"[""L28.N3413"", ""L43.N1182"", ""L42.N1778"", ""L41.N3257"", ""L29.N3272"", ""L26.N528"", ""L33.N2959"", ""L24.N2371"", ""L24.N2553"", ""L41.N1267"", ""L27.N2826"", ""L47.N771""]",joy,0.3633,0.3578,short_term,233.09,True
2404,2025-10-21T12:00:15.863061,creative_output,Trial_2404_creative_output,surprise,"[""L27.N1287"", ""L27.N3178"", ""L31.N3452"", ""L35.N1502"", ""L27.N3046"", ""L36.N2730"", ""L33.N1178"", ""L32.N2469"", ""L40.N108"", ""L29.N2679""]",surprise,0.3046,0.2722,long_term,221.55,True
2405,2025-10-21T12:10:15.863231,creative_output,Trial_2405_creative_output,disgust,"[""L30.N2606"", ""L35.N1039"", ""L39.N2081"", ""L37.N2767"", ""L37.N965"", ""L46.N887"", ""L41.N2121"", ""L47.N3994"", ""L38.N1265"", ""L32.N2287"", ""L39.N3201""]",disgust,0.4439,0.4096,short_term,260.05,True
2406,2025-10-21T12:20:15.863455,learning_discovery,Trial_2406_learning_discovery,joy,"[""L46.N2987"", ""L45.N3100"", ""L26.N324"", ""L41.N2826"", ""L39.N2664"", ""L44.N3383"", ""L44.N1177"", ""L32.N1387"", ""L34.N3776"", ""L29.N2028"", ""L47.N1307"", ""L46.N1950"", ""L25.N1212"", ""L41.N1039"", ""L33.N4048"", ""L39.N2320"", ""L38.N3618""]",joy,0.348,0.3445,short_term,455.88,True
2407,2025-10-21T12:30:15.863796,user_interaction,Trial_2407_user_interaction,joy,"[""L24.N2166"", ""L37.N1908"", ""L47.N3347"", ""L41.N3262"", ""L24.N3094"", ""L24.N2744"", ""L40.N2741"", ""L25.N606"", ""L45.N245"", ""L39.N3236"", ""L28.N247"", ""L30.N2292"", ""L27.N2816"", ""L41.N1449"", ""L30.N1817""]",joy,0.3633,0.3939,long_term,512.13,True
2408,2025-10-21T12:40:15.864117,conversation,Trial_2408_conversation,neutral,"[""L37.N647"", ""L38.N3831"", ""L47.N2979"", ""L32.N3609"", ""L43.N2789"", ""L29.N3745"", ""L46.N3836"", ""L30.N736"", ""L44.N3752"", ""L28.N3833"", ""L46.N584"", ""L36.N2108"", ""L24.N2520"", ""L43.N2414"", ""L40.N255"", ""L31.N2670""]",neutral,0.0235,0.1677,short_term,79.73,True
2409,2025-10-21T12:50:15.864468,creative_output,Trial_2409_creative_output,neutral,"[""L42.N2948"", ""L43.N82"", ""L42.N808"", ""L44.N2242"", ""L44.N2907"", ""L32.N3218"", ""L39.N1597"", ""L44.N1985"", ""L31.N813"", ""L29.N2699"", ""L47.N3136"", ""L41.N534"", ""L30.N1083"", ""L35.N747""]",neutral,0.105,0.202,long_term,148.57,True
2410,2025-10-21T13:00:15.864686,creative_output,Trial_2410_creative_output,sadness,"[""L27.N741"", ""L43.N2726"", ""L36.N2201"", ""L28.N67"", ""L45.N3141"", ""L28.N1141""]",sadness,0.2373,0.3362,long_term,425.8,True
2411,2025-10-21T13:10:15.864845,task_completion,Trial_2411_task_completion,surprise,"[""L37.N2929"", ""L36.N2686"", ""L33.N3533"", ""L46.N1622"", ""L33.N2917"", ""L40.N3472"", ""L34.N2002"", ""L36.N171"", ""L35.N1754"", ""L27.N1400"", ""L39.N315"", ""L46.N1632"", ""L43.N3093"", ""L37.N1100"", ""L45.N1478"", ""L29.N1600""]",surprise,0.2177,0.3254,short_term,258.19,True
2412,2025-10-21T13:20:15.865112,conversation,Trial_2412_conversation,neutral,"[""L31.N3992"", ""L26.N1086"", ""L41.N2420"", ""L46.N3196"", ""L43.N2366"", ""L25.N616"", ""L45.N2814"", ""L42.N907"", ""L34.N96"", ""L39.N990"", ""L24.N3325"", ""L47.N1210"", ""L43.N2664""]",surprise,0.1544,0.291,long_term,350.67,False
2413,2025-10-21T13:30:15.865318,learning_discovery,Trial_2413_learning_discovery,sadness,"[""L35.N3639"", ""L42.N62"", ""L30.N3869"", ""L33.N498"", ""L47.N2966"", ""L24.N1583"", ""L27.N1910"", ""L35.N236"", ""L44.N3906"", ""L39.N2433"", ""L32.N569"", ""L29.N169"", ""L40.N420"", ""L35.N1046"", ""L31.N3284"", ""L35.N3230"", ""L35.N2268""]",sadness,0.2347,0.3424,short_term,194.0,True
2414,2025-10-21T13:40:15.865565,conversation,Trial_2414_conversation,neutral,"[""L46.N3109"", ""L31.N2417"", ""L31.N3871"", ""L31.N1729"", ""L39.N3340""]",neutral,0.4916,0.4579,short_term,122.89,True
2415,2025-10-21T13:50:15.865681,memory_recall,Trial_2415_memory_recall,joy,"[""L47.N2621"", ""L24.N2658"", ""L31.N156"", ""L31.N2506"", ""L39.N1914""]",joy,0.1864,0.2743,long_term,354.25,True
2416,2025-10-21T14:00:15.865794,conversation,Trial_2416_conversation,joy,"[""L40.N1652"", ""L46.N1325"", ""L30.N3374"", ""L30.N3500"", ""L37.N3133"", ""L45.N2172"", ""L34.N1393"", ""L36.N3339"", ""L25.N2089"", ""L45.N3082"", ""L39.N368"", ""L37.N2453"", ""L44.N2156"", ""L40.N2084""]",joy,0.1303,0.226,short_term,122.56,True
2417,2025-10-21T14:10:15.866003,creative_output,Trial_2417_creative_output,anger,"[""L45.N1396"", ""L44.N3893"", ""L45.N2272"", ""L30.N3973"", ""L45.N1600"", ""L30.N2477"", ""L29.N2217"", ""L41.N4095"", ""L39.N3819"", ""L34.N3547""]",anger,0.1071,0.2542,long_term,157.87,True
2418,2025-10-21T14:20:15.866186,autonomous_thought,Trial_2418_autonomous_thought,anger,"[""L39.N2340"", ""L34.N778"", ""L24.N3329"", ""L24.N3134"", ""L26.N339"", ""L24.N3865""]",anger,0.2946,0.3409,short_term,346.71,True
2419,2025-10-21T14:30:15.866310,conversation,Trial_2419_conversation,neutral,"[""L28.N158"", ""L35.N567"", ""L47.N1419"", ""L25.N2585"", ""L27.N2589"", ""L25.N3044"", ""L43.N2753"", ""L36.N1442""]",neutral,0.1494,0.2296,short_term,228.56,True
2420,2025-10-21T14:40:15.866464,creative_output,Trial_2420_creative_output,sadness,"[""L24.N3720"", ""L38.N3913"", ""L40.N769"", ""L26.N3734"", ""L33.N786""]",sadness,0.4672,0.4679,long_term,261.79,True
2421,2025-10-21T14:50:15.866573,autonomous_thought,Trial_2421_autonomous_thought,neutral,"[""L46.N488"", ""L45.N3468"", ""L26.N4031"", ""L47.N1247"", ""L28.N887"", ""L31.N2402"", ""L46.N1743"", ""L27.N1736"", ""L30.N825"", ""L41.N624"", ""L45.N2846"", ""L29.N2367"", ""L33.N1060"", ""L38.N2017"", ""L38.N2664"", ""L29.N2915"", ""L46.N205"", ""L32.N1367""]",neutral,0.2497,0.3259,short_term,273.56,True
2422,2025-10-21T15:00:15.866819,error_event,Trial_2422_error_event,joy,"[""L36.N2229"", ""L26.N2712"", ""L33.N2156"", ""L34.N1952"", ""L37.N1633""]",joy,0.0626,0.2016,short_term,132.43,True
2423,2025-10-21T15:10:15.866938,error_event,Trial_2423_error_event,sadness,"[""L33.N3027"", ""L34.N1237"", ""L46.N1677"", ""L42.N621"", ""L45.N1238"", ""L24.N508"", ""L30.N3869"", ""L28.N1757"", ""L30.N1469"", ""L36.N158"", ""L30.N3198""]",sadness,0.1305,0.2733,short_term,190.92,True
2424,2025-10-21T15:20:15.867112,user_interaction,Trial_2424_user_interaction,neutral,"[""L29.N1557"", ""L25.N918"", ""L33.N3286"", ""L45.N2237"", ""L25.N1482"", ""L28.N2373"", ""L39.N3195"", ""L43.N2889"", ""L37.N1893"", ""L28.N2426"", ""L33.N1771"", ""L45.N1695"", ""L40.N1241"", ""L39.N2441"", ""L40.N2945"", ""L25.N3100"", ""L37.N1914"", ""L27.N3357""]",neutral,0.1479,0.2776,short_term,366.49,True
2425,2025-10-21T15:30:15.867387,task_completion,Trial_2425_task_completion,fear,"[""L30.N1232"", ""L46.N523"", ""L36.N2628"", ""L38.N1524"", ""L25.N965"", ""L27.N1238"", ""L36.N2817"", ""L47.N1796"", ""L31.N4047"", ""L30.N674"", ""L32.N2220""]",fear,0.2777,0.3617,short_term,230.16,True
2426,2025-10-21T15:40:15.867575,learning_discovery,Trial_2426_learning_discovery,sadness,"[""L40.N1096"", ""L46.N3051"", ""L37.N1546"", ""L27.N50"", ""L29.N562"", ""L39.N4047"", ""L27.N3352"", ""L28.N841"", ""L28.N1896"", ""L41.N886"", ""L46.N485""]",sadness,0.2047,0.3621,long_term,428.13,True
2427,2025-10-21T15:50:15.867753,error_event,Trial_2427_error_event,neutral,"[""L37.N1455"", ""L29.N3644"", ""L40.N3344"", ""L39.N3104"", ""L41.N3107"", ""L45.N1922"", ""L26.N876"", ""L43.N2659"", ""L34.N2078"", ""L44.N1663"", ""L28.N3361"", ""L29.N1208"", ""L28.N2816"", ""L46.N3742"", ""L46.N3690"", ""L29.N2416"", ""L34.N998"", ""L39.N3475"", ""L28.N3974""]",neutral,0.2118,0.2979,long_term,351.44,True
2428,2025-10-21T16:00:15.868013,creative_output,Trial_2428_creative_output,fear,"[""L44.N2197"", ""L32.N363"", ""L32.N1512"", ""L39.N2999"", ""L28.N580"", ""L37.N3507"", ""L37.N686"", ""L39.N2406"", ""L34.N1603"", ""L28.N2701"", ""L32.N86"", ""L32.N3479"", ""L34.N4059"", ""L42.N2002"", ""L35.N1838"", ""L25.N2187"", ""L26.N925"", ""L38.N3245""]",fear,0.1266,0.2425,short_term,254.38,True
2429,2025-10-21T16:10:15.868283,task_completion,Trial_2429_task_completion,neutral,"[""L26.N866"", ""L42.N3165"", ""L44.N3641"", ""L36.N2886"", ""L29.N2259"", ""L36.N132"", ""L29.N2987"", ""L31.N2072"", ""L41.N3031"", ""L38.N711"", ""L36.N934"", ""L39.N2099"", ""L46.N1476"", ""L43.N1877"", ""L38.N3861"", ""L46.N1262"", ""L24.N3587"", ""L43.N628""]",neutral,0.0935,0.152,short_term,89.09,True
2430,2025-10-21T16:20:15.868549,user_interaction,Trial_2430_user_interaction,joy,"[""L40.N947"", ""L35.N787"", ""L33.N311"", ""L25.N2678"", ""L31.N2898"", ""L39.N3961"", ""L42.N2696"", ""L31.N1392"", ""L38.N3553"", ""L27.N1342"", ""L29.N1326"", ""L36.N1503"", ""L26.N2035""]",joy,0.0918,0.1706,short_term,199.54,True
2431,2025-10-21T16:30:15.868743,creative_output,Trial_2431_creative_output,joy,"[""L30.N3981"", ""L31.N2159"", ""L37.N3849"", ""L32.N1978"", ""L43.N1830"", ""L28.N3757"", ""L41.N402"", ""L31.N2025"", ""L34.N3876"", ""L38.N1026"", ""L47.N2998"", ""L30.N326"", ""L44.N3635"", ""L45.N1061"", ""L45.N2879"", ""L47.N5"", ""L33.N639"", ""L43.N3705""]",joy,0.4733,0.3605,short_term,513.53,True
2432,2025-10-21T16:40:15.868993,conversation,Trial_2432_conversation,neutral,"[""L32.N865"", ""L27.N2550"", ""L30.N3737"", ""L34.N2663"", ""L26.N688"", ""L27.N2191""]",fear,0.7439,0.7156,long_term,153.66,False
2433,2025-10-21T16:50:15.869125,learning_discovery,Trial_2433_learning_discovery,anger,"[""L29.N196"", ""L47.N3326"", ""L24.N790"", ""L39.N2055"", ""L36.N2520"", ""L37.N1674"", ""L35.N4076"", ""L31.N2953"", ""L26.N2597"", ""L44.N1586"", ""L41.N2449"", ""L43.N792"", ""L41.N2511""]",anger,0.0489,0.111,short_term,760.92,True
2434,2025-10-21T17:00:15.869341,memory_recall,Trial_2434_memory_recall,anger,"[""L27.N1288"", ""L37.N1577"", ""L33.N3102"", ""L28.N778"", ""L37.N69"", ""L34.N3165"", ""L34.N2018""]",anger,0.1369,0.1521,short_term,624.6,True
2435,2025-10-21T17:10:15.869496,creative_output,Trial_2435_creative_output,anger,"[""L35.N2187"", ""L42.N3412"", ""L45.N1857"", ""L47.N2271"", ""L36.N715""]",anger,0.5471,0.5099,short_term,144.04,True
2436,2025-10-21T17:20:15.869608,user_interaction,Trial_2436_user_interaction,surprise,"[""L34.N3622"", ""L43.N2222"", ""L36.N558"", ""L37.N485"", ""L27.N3260"", ""L41.N1713"", ""L27.N3674"", ""L44.N2560"", ""L26.N2308"", ""L47.N3699"", ""L29.N3131"", ""L27.N1668"", ""L35.N671"", ""L30.N3326"", ""L36.N2654""]",surprise,0.4445,0.5454,short_term,331.47,True
2437,2025-10-21T17:30:15.869829,error_event,Trial_2437_error_event,neutral,"[""L40.N4081"", ""L28.N632"", ""L26.N3302"", ""L29.N3642"", ""L26.N1018"", ""L43.N460"", ""L34.N2074"", ""L44.N129"", ""L31.N1195"", ""L35.N2614"", ""L38.N3704"", ""L31.N1355"", ""L46.N1727"", ""L33.N1012"", ""L26.N2693"", ""L45.N733"", ""L38.N1005"", ""L26.N81""]",neutral,0.3278,0.2869,long_term,150.27,True
2438,2025-10-21T17:40:15.870098,user_interaction,Trial_2438_user_interaction,sadness,"[""L33.N3081"", ""L32.N3917"", ""L24.N4060"", ""L47.N1093"", ""L30.N171"", ""L38.N2479"", ""L26.N3119"", ""L31.N173"", ""L26.N4043""]",sadness,0.2258,0.2623,short_term,288.71,True
2439,2025-10-21T17:50:15.870251,learning_discovery,Trial_2439_learning_discovery,anger,"[""L26.N718"", ""L40.N2991"", ""L26.N2990"", ""L24.N491"", ""L33.N598"", ""L29.N3963"", ""L31.N2237"", ""L43.N2981"", ""L42.N3075"", ""L45.N1199"", ""L28.N3983"", ""L41.N1272"", ""L36.N940"", ""L41.N903"", ""L44.N1510"", ""L45.N1626""]",anger,0.126,0.238,short_term,169.48,True
2440,2025-10-21T18:00:15.870508,task_completion,Trial_2440_task_completion,surprise,"[""L25.N3114"", ""L33.N3690"", ""L32.N2268"", ""L47.N3747"", ""L27.N1556"", ""L24.N990"", ""L46.N3035"", ""L27.N1888"", ""L27.N2435"", ""L24.N2701"", ""L39.N2952"", ""L47.N2879""]",neutral,0.1494,0.1465,short_term,137.6,False
2441,2025-10-21T18:10:15.870716,autonomous_thought,Trial_2441_autonomous_thought,disgust,"[""L38.N4088"", ""L44.N1643"", ""L45.N177"", ""L33.N3155"", ""L37.N18"", ""L39.N2069"", ""L45.N1107"", ""L29.N2668"", ""L34.N1760"", ""L32.N402"", ""L28.N2630"", ""L25.N3347""]",disgust,0.0515,0.2213,long_term,374.83,True
2442,2025-10-21T18:20:15.870905,error_event,Trial_2442_error_event,fear,"[""L45.N1168"", ""L47.N484"", ""L25.N3316"", ""L43.N1142"", ""L47.N1696"", ""L24.N2599"", ""L34.N299"", ""L27.N951"", ""L30.N984"", ""L36.N1830""]",surprise,0.4151,0.4937,long_term,277.61,False
2443,2025-10-21T18:30:15.871078,learning_discovery,Trial_2443_learning_discovery,neutral,"[""L26.N1505"", ""L41.N2441"", ""L42.N2933"", ""L38.N2362"", ""L40.N2162"", ""L26.N2892"", ""L25.N3822"", ""L40.N3068"", ""L24.N3277"", ""L24.N3159"", ""L45.N3384""]",neutral,0.3592,0.2996,long_term,97.31,True
2444,2025-10-21T18:40:15.871249,memory_recall,Trial_2444_memory_recall,neutral,"[""L45.N3700"", ""L24.N3318"", ""L41.N783"", ""L47.N2761"", ""L46.N1583"", ""L36.N673"", ""L25.N3305"", ""L47.N59"", ""L35.N3492"", ""L31.N656""]",neutral,0.4173,0.3953,short_term,484.37,True
2445,2025-10-21T18:50:15.871444,memory_recall,Trial_2445_memory_recall,neutral,"[""L39.N778"", ""L46.N951"", ""L47.N3065"", ""L45.N3943"", ""L41.N806"", ""L26.N2695"", ""L28.N3418"", ""L28.N530"", ""L40.N380"", ""L37.N3729"", ""L25.N2550"", ""L41.N2045""]",neutral,0.1864,0.3026,short_term,171.95,True
2446,2025-10-21T19:00:15.871634,learning_discovery,Trial_2446_learning_discovery,joy,"[""L31.N1970"", ""L35.N426"", ""L44.N1354"", ""L26.N2504"", ""L34.N1462"", ""L42.N1961"", ""L46.N3791""]",joy,0.1702,0.1806,short_term,413.92,True
2447,2025-10-21T19:10:15.871770,task_completion,Trial_2447_task_completion,neutral,"[""L43.N11"", ""L28.N685"", ""L28.N241"", ""L39.N212"", ""L39.N2921"", ""L34.N340"", ""L28.N1667"", ""L43.N2492"", ""L30.N3173"", ""L38.N474"", ""L38.N3703""]",sadness,0.2858,0.4119,short_term,281.71,False
2448,2025-10-21T19:20:15.871959,conversation,Trial_2448_conversation,neutral,"[""L40.N2222"", ""L27.N2069"", ""L46.N2892"", ""L26.N3243"", ""L26.N3260"", ""L44.N1522"", ""L32.N2351"", ""L41.N2137"", ""L39.N3723"", ""L30.N1430"", ""L42.N3095"", ""L35.N1898"", ""L35.N861"", ""L42.N3540"", ""L40.N1646"", ""L33.N3587"", ""L41.N3515"", ""L36.N895"", ""L28.N3475""]",neutral,0.3379,0.4152,long_term,143.8,True
2449,2025-10-21T19:30:15.872212,task_completion,Trial_2449_task_completion,disgust,"[""L37.N1730"", ""L29.N3050"", ""L46.N2850"", ""L38.N199"", ""L25.N3082"", ""L37.N3970"", ""L33.N3153""]",disgust,0.1602,0.2824,short_term,101.2,True
2450,2025-10-21T19:40:15.872347,task_completion,Trial_2450_task_completion,fear,"[""L33.N3395"", ""L34.N1974"", ""L40.N2556"", ""L41.N2896"", ""L47.N992"", ""L35.N2998"", ""L38.N3028"", ""L40.N3667"", ""L26.N710"", ""L24.N3289"", ""L43.N938"", ""L28.N1183"", ""L26.N340"", ""L43.N3636"", ""L32.N1277"", ""L47.N839"", ""L25.N2290"", ""L39.N1551"", ""L27.N137""]",fear,0.2056,0.268,short_term,195.04,True
2451,2025-10-21T19:50:15.872635,task_completion,Trial_2451_task_completion,neutral,"[""L37.N1319"", ""L45.N1069"", ""L27.N3702"", ""L32.N4086"", ""L29.N2913"", ""L26.N1917"", ""L46.N3242"", ""L40.N2780"", ""L24.N1538"", ""L37.N3274"", ""L44.N143"", ""L37.N829"", ""L42.N3464"", ""L46.N3649""]",neutral,0.106,0.1435,short_term,193.66,True
2452,2025-10-21T20:00:15.872846,learning_discovery,Trial_2452_learning_discovery,joy,"[""L44.N418"", ""L26.N2994"", ""L41.N3596"", ""L26.N3544"", ""L46.N2193""]",joy,0.1682,0.3369,short_term,288.39,True
2453,2025-10-21T20:10:15.872961,task_completion,Trial_2453_task_completion,neutral,"[""L33.N2321"", ""L44.N2705"", ""L24.N2552"", ""L38.N3500"", ""L38.N2422"", ""L27.N1554"", ""L26.N735"", ""L36.N1126"", ""L35.N3702"", ""L25.N1039"", ""L45.N2375"", ""L46.N3979""]",neutral,0.2573,0.2539,short_term,159.72,True
2454,2025-10-21T20:20:15.873146,learning_discovery,Trial_2454_learning_discovery,disgust,"[""L43.N3530"", ""L42.N3723"", ""L44.N2375"", ""L36.N3300"", ""L24.N625"", ""L25.N3464"", ""L36.N1305"", ""L36.N566"", ""L38.N179"", ""L32.N1276"", ""L38.N3320"", ""L30.N3050"", ""L46.N4004"", ""L32.N2893""]",disgust,0.3354,0.2714,long_term,94.35,True
2455,2025-10-21T20:30:15.873351,learning_discovery,Trial_2455_learning_discovery,joy,"[""L31.N3409"", ""L46.N2600"", ""L27.N254"", ""L39.N3505"", ""L33.N2512"", ""L45.N1063"", ""L25.N1833"", ""L35.N4070"", ""L30.N2284""]",joy,0.1296,0.1233,short_term,290.93,True
2456,2025-10-21T20:40:15.873522,autonomous_thought,Trial_2456_autonomous_thought,surprise,"[""L27.N1503"", ""L41.N2204"", ""L30.N3296"", ""L28.N3833"", ""L31.N2563"", ""L30.N975"", ""L28.N1648"", ""L34.N2234"", ""L41.N2884"", ""L46.N2934"", ""L26.N3551"", ""L43.N989"", ""L26.N572"", ""L35.N1591"", ""L38.N955"", ""L32.N845"", ""L31.N2865""]",surprise,0.3888,0.2851,long_term,163.35,True
2457,2025-10-21T20:50:15.873768,creative_output,Trial_2457_creative_output,joy,"[""L43.N3709"", ""L37.N3123"", ""L34.N607"", ""L33.N321"", ""L30.N1984"", ""L28.N14"", ""L34.N2643"", ""L41.N3112"", ""L24.N2867"", ""L29.N467"", ""L33.N2399"", ""L27.N4017"", ""L35.N2617"", ""L32.N944"", ""L40.N1741"", ""L47.N3688"", ""L42.N428"", ""L26.N369""]",joy,0.2302,0.308,long_term,140.55,True
2458,2025-10-21T21:00:15.874018,autonomous_thought,Trial_2458_autonomous_thought,neutral,"[""L33.N3252"", ""L42.N3489"", ""L34.N597"", ""L24.N2053"", ""L37.N3767"", ""L26.N2105""]",neutral,0.7569,0.612,long_term,180.53,True
2459,2025-10-21T21:10:15.874137,user_interaction,Trial_2459_user_interaction,neutral,"[""L39.N1399"", ""L27.N1733"", ""L42.N3088"", ""L27.N2389"", ""L44.N1995"", ""L30.N2991"", ""L37.N844"", ""L34.N1514""]",neutral,0.7434,0.6586,long_term,154.45,True
2460,2025-10-21T21:20:15.874277,memory_recall,Trial_2460_memory_recall,neutral,"[""L38.N3339"", ""L42.N1442"", ""L25.N2176"", ""L27.N3479"", ""L30.N2556""]",neutral,0.3158,0.3258,short_term,367.27,True
2461,2025-10-21T21:30:15.874385,error_event,Trial_2461_error_event,neutral,"[""L41.N820"", ""L25.N3285"", ""L43.N887"", ""L33.N3843"", ""L29.N3755"", ""L36.N3184"", ""L43.N4019"", ""L29.N2702"", ""L31.N4092"", ""L27.N1187"", ""L26.N346"", ""L39.N2087"", ""L29.N979""]",neutral,0.2313,0.2536,short_term,217.99,True
2462,2025-10-21T21:40:15.874600,learning_discovery,Trial_2462_learning_discovery,neutral,"[""L24.N778"", ""L25.N2876"", ""L34.N4001"", ""L30.N3430"", ""L30.N3329"", ""L39.N386""]",disgust,0.2978,0.2451,short_term,247.61,False
2463,2025-10-21T21:50:15.874748,creative_output,Trial_2463_creative_output,surprise,"[""L37.N1544"", ""L35.N397"", ""L34.N505"", ""L33.N2013"", ""L30.N1336"", ""L29.N3984"", ""L36.N2618"", ""L38.N3833"", ""L47.N2819"", ""L47.N450"", ""L34.N2933"", ""L43.N2489"", ""L43.N3228"", ""L25.N1258"", ""L27.N4063"", ""L40.N2416"", ""L44.N3600""]",surprise,0.4372,0.3589,short_term,189.83,True
2464,2025-10-21T22:00:15.874988,learning_discovery,Trial_2464_learning_discovery,joy,"[""L35.N1757"", ""L35.N3331"", ""L46.N1328"", ""L32.N3813"", ""L31.N1223"", ""L44.N39"", ""L31.N2908"", ""L38.N1613"", ""L29.N1481"", ""L31.N244"", ""L33.N1895"", ""L26.N419"", ""L34.N2124"", ""L26.N1524"", ""L44.N292""]",joy,0.5479,0.5636,short_term,400.79,True
2465,2025-10-21T22:10:15.875206,memory_recall,Trial_2465_memory_recall,surprise,"[""L40.N967"", ""L46.N925"", ""L24.N3009"", ""L24.N1779"", ""L32.N1920"", ""L26.N3503"", ""L34.N3110"", ""L43.N1868"", ""L29.N2070""]",surprise,0.3937,0.3077,long_term,198.43,True
2466,2025-10-21T22:20:15.875361,memory_recall,Trial_2466_memory_recall,disgust,"[""L40.N1012"", ""L42.N3296"", ""L39.N1523"", ""L30.N3038"", ""L30.N2446"", ""L25.N4076"", ""L25.N3280"", ""L25.N2478"", ""L37.N3928"", ""L39.N1738"", ""L35.N2696"", ""L30.N1802"", ""L42.N567"", ""L27.N2428"", ""L28.N857""]",disgust,0.1006,0.2035,short_term,175.8,True
2467,2025-10-21T22:30:15.875720,learning_discovery,Trial_2467_learning_discovery,surprise,"[""L31.N3843"", ""L28.N3513"", ""L44.N973"", ""L30.N3470"", ""L42.N628"", ""L37.N3398"", ""L29.N1953"", ""L47.N1660"", ""L32.N1624"", ""L41.N110"", ""L38.N1705"", ""L26.N867"", ""L25.N3605"", ""L30.N216"", ""L24.N1963"", ""L46.N3844""]",surprise,0.3839,0.3444,long_term,299.62,True
2468,2025-10-21T22:40:15.875981,error_event,Trial_2468_error_event,joy,"[""L46.N3640"", ""L45.N762"", ""L38.N538"", ""L33.N122"", ""L34.N71"", ""L44.N455"", ""L28.N3991"", ""L37.N1149"", ""L39.N1942"", ""L44.N2519"", ""L36.N1909"", ""L30.N314"", ""L28.N2574"", ""L47.N842"", ""L47.N3024"", ""L31.N3689"", ""L47.N1654"", ""L29.N986"", ""L33.N1138""]",joy,0.1903,0.2124,short_term,477.0,True
